DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Interaction_Explanation,DrugA_ID,DrugA_SMILES,DrugA_Formula,DrugB_ID,DrugB_SMILES,DrugB_Formula
DDInter416,clotrimazole,DDInter732,fexofenadine,Minor,"Minor: When clotrimazole is taken together with fexofenadine, there may be a minor increase in the side effects of fexofenadine. The exact mechanism for this interaction is unknown.",DB00257,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,C22H17ClN2,DB00950,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C32H39NO4
DDInter355,chlordiazepoxide,DDInter613,dyphylline,Minor,"Minor: When chlordiazepoxide and dyphylline are taken together, dyphylline may increase the effects of chlordiazepoxide. This interaction is minor. It is not clear how this interaction happens.",DB00475,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1,C16H14ClN3O,DB00651,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O,C10H14N4O4
DDInter936,insulin human (isophane),DDInter1497,potassium chloride,Minor,"Minor: When insulin human (isophane) is used together with potassium chloride, there may be a minor increase in the level of potassium in your blood.",,,,DB00761,[Cl-].[K+],ClK
DDInter519,dexlansoprazole,DDInter239,brivaracetam,Minor,"Minor: When dexlansoprazole and brivaracetam are taken together, there may be a small increase in side effects such as drowsiness, headache, and seizures. The exact reason for this interaction is unknown.",DB05351,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1,C16H14F3N3O2S,DB05541,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,C11H20N2O2
DDInter1544,prucalopride,DDInter1576,regorafenib,Minor,Minor: The combination of prucalopride and regorafenib is safe. There is no known risk for problems when taking these drugs together.,DB06480,COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,C18H26ClN3O3,DB08896,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,C21H15ClF4N4O3
DDInter534,diazepam,DDInter1191,methylprednisolone,Minor,"Minor: When diazepam and methylprednisolone are taken together, they may increase each other’s side effects. This interaction is minor because the side effects of these drugs are generally mild.",DB00829,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,C16H13ClN2O,DB00959,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C22H30O5
DDInter831,glyburide,DDInter768,fluticasone (topical),Minor,"Minor: When glyburide is used together with fluticasone nasal spray, there may be a minor increase in side effects such as headache, dizziness, nausea, vomiting, diarrhea, abdominal pain, coughing, wheezing, and other respiratory problems. The exact reason for this interaction is unknown.",DB01016,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,C23H28ClN3O5S,,,
DDInter1793,thiethylperazine,DDInter1113,magnesium carbonate,Minor,"Minor: When thiethylperazine is taken together with magnesium carbonate, there may be a minor change in how well thiethylperazine works. The exact way this happens is not clear.",DB00372,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,C22H29N3S2,DB09481,[Mg++].[O-]C([O-])=O,CMgO3
DDInter1855,triamcinolone,DDInter1119,magnesium oxide,Minor,Minor: The use of triamcinolone together with magnesium oxide may decrease the level of triamcinolone in the body.,DB00620,[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C21H27FO6,DB01377,[O--].[Mg++],MgO
DDInter1839,tositumomab (i-131),DDInter347,chamomile,Minor,"Minor: The combination of tositumomab (I-131) and chamomile is considered safe. However, there may be an interaction between these two drugs. It is possible that chamomile can affect how well tositumomab (I-131) works.",,,,,,
DDInter380,cimetidine,DDInter895,hydroxyzine,Minor,Minor: Cimetidine may increase the sedative effects of hydroxyzine. This interaction is minor because cimetidine is not commonly used to treat stomach acid anymore.,DB00501,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,C10H16N6S,DB00557,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H27ClN2O2
DDInter1860,triazolam,DDInter58,aluminum hydroxide,Minor,"Minor: When triazolam is taken together with aluminum hydroxide, there is a minor change in how well triazolam works. The exact mechanism of this interaction is unknown.",DB00897,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,C17H12Cl2N4,DB06723,[OH-].[OH-].[OH-].[Al+3],AlH3O3
DDInter1123,mannitol,DDInter808,garlic,Minor,"Minor: The combination of mannitol and garlic is generally safe. However, there may be some minor side effects such as diarrhea, nausea, vomiting, abdominal pain, and flatulence.",DB00742,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C6H14O6,,,
DDInter1252,mycophenolic acid,DDInter614,echinacea,Minor,"Minor: The herbal medicine echinacea may decrease how well mycophenolate works when taken together. This is a minor drug interaction. If you are taking both of these medicines together, talk to your doctor or pharmacist about whether this might be a problem.",DB01024,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,C17H20O6,,,
DDInter971,ipratropium (nasal),DDInter1134,meclizine,Minor,"Minor: When ipratropium eye drops are used together with meclizine, there may be an increased risk of drowsiness.",,,,DB00737,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,C25H27ClN2
DDInter644,enoxacin,DDInter712,famotidine,Minor,Minor: Enoxacin is an antibiotic. Famotidine is used to treat stomach acid problems. Taking these drugs together may increase your risk of diarrhea. This is because enoxacin can increase the level of famotidine in your body.,DB00467,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,C15H17FN4O3,DB00927,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,C8H15N7O2S3
DDInter1363,oxtriphylline,DDInter1552,quazepam,Minor,"Minor: When oxtriphylline and quazepam are taken together, they may increase each other’s effects. This can lead to increased side effects such as nervousness, dizziness, drowsiness, and headache.",DB01303,C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O,C12H21N5O3,DB01589,FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,C17H11ClF4N2S
DDInter1492,ponatinib,DDInter1113,magnesium carbonate,Minor,"Minor: Magnesium carbonate can be taken to treat constipation, heartburn, and other stomach problems. Taking magnesium carbonate with ponatinib may decrease how well ponatinib works. However, this is not a big problem because there are many other ways to take ponatinib.",DB08901,CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1,C29H27F3N6O,DB09481,[Mg++].[O-]C([O-])=O,CMgO3
DDInter1066,lidocaine,DDInter1698,somapacitan,Minor,"Minor: The combination of lidocaine and somapacitan is unlikely to cause any problems. However, there is limited information available about this combination.",DB00281,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,C14H22N2O,,,
DDInter476,dapsone (topical),DDInter1233,mitotane,Minor,Minor: Dapsone is an antibiotic used to treat leprosy and skin infections. It can be applied directly to the skin. Mitotane is a medicine used to treat adrenal cancer. Taking mitotane together with dapsone may increase the risk of skin sensitivity.,,,,DB00648,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,C14H10Cl4
DDInter11,acarbose,DDInter1184,methylcellulose,Minor,Minor: Acarbose is used to treat diabetes. It works by blocking the absorption of glucose from food into your bloodstream. Methylcellulose is used as a laxative. There is no known problem when these two drugs are taken together.,DB00284,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,C25H43NO18,DB11228,,
DDInter1964,zinc chloride,DDInter1602,risankizumab,Minor,"Minor: When zinc chloride is taken together with risankizumab, there may be a minor change in how well risankizumab works. The exact way this happens is not clear.",DB14533,[Cl-].[Cl-].[Zn++],Cl2Zn,,,
DDInter655,epirubicin,DDInter644,enoxacin,Minor,"Minor: The combination of epirubicin and enoxacin is generally safe. However, there may be an increased risk of heart problems when these drugs are taken together.",DB00445,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,C27H29NO11,DB00467,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,C15H17FN4O3
DDInter45,alimemazine,DDInter1119,magnesium oxide,Minor,"Minor: When alimemazine is taken together with magnesium oxide, there may be a minor change in how well alimemazine works. The exact way this happens is not clear.",DB01246,CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12,C18H22N2S,DB01377,[O--].[Mg++],MgO
DDInter912,imipramine,DDInter692,ethinylestradiol,Minor,"Minor: Imipramine can be taken together with ethinylestradiol without causing any problems. However, there may be an increase in side effects such as nausea, vomiting, diarrhea, dizziness, headache, and sleep disturbances.",DB00458,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,C19H24N2,DB00977,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,C20H24O2
DDInter1549,pyridoxine,DDInter257,butalbital,Minor,"Minor: Taking pyridoxine together with butalbital may increase the effects of butalbital. However, this effect has not been well studied. It is not clear whether taking these drugs together increases the risk of side effects.",DB00165,CC1=C(O)C(CO)=C(CO)C=N1,C8H11NO3,DB00241,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,C11H16N2O3
DDInter1202,metronidazole,DDInter1313,norfloxacin,Minor,"Minor: When metronidazole and norfloxacin are taken together, they may increase the risk of diarrhea. This is because both drugs can affect the gut bacteria. However, this effect is unlikely to be harmful.",DB00916,CC1=NC=C(N1CCO)[N+]([O-])=O,C6H9N3O3,DB01059,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,C16H18FN3O3
DDInter542,dicoumarol,DDInter1809,timolol,Minor,"Minor: The drugs dicoumarol and timolol have minor drug–drug interactions. This means that taking these two drugs together may cause some side effects, but they are unlikely to be serious. When taking dicoumarol and timolol together, there is an increased risk of bleeding. This is because dicoumarol can increase the blood thinning effect of timolol. However, this interaction is unlikely to be clinically relevant.",DB00266,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,C19H12O6,DB00373,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,C13H24N4O3S
DDInter54,alprazolam,DDInter1113,magnesium carbonate,Minor,"Minor: When alprazolam is taken together with magnesium carbonate, there may be a minor change in how well alprazolam works. The exact way this happens is not clear.",DB00404,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,C17H13ClN4,DB09481,[Mg++].[O-]C([O-])=O,CMgO3
DDInter548,diethylstilbestrol,DDInter78,amitriptyline,Minor,"Minor: When diethylstilbestrol is taken together with amitriptyline, there may be an increased risk of drowsiness. This interaction is minor because the effect is small. It is not clear how this interaction happens.",DB00255,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,C18H20O2,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,C20H23N
DDInter364,chlorpropamide,DDInter1883,tromethamine,Minor,"Minor: When chlorpropamide is taken together with tromethamine, there may be a minor increase in the side effects of chlorpropamide. The exact mechanism for this interaction is unknown.",DB00672,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,C10H13ClN2O3S,DB03754,NC(CO)(CO)CO,C4H11NO3
DDInter1956,zalcitabine,DDInter1112,magaldrate,Minor,"Minor: The combination of zalcitabine and magaldrate is generally safe. However, there may be a minor increase in side effects such as diarrhea, nausea, vomiting, abdominal pain, and flatulence.",DB00943,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,C9H13N3O3,DB08938,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,Al5H33Mg10O40S2
DDInter885,hydrocortisone,DDInter1346,orciprenaline,Minor,"Minor: When hydrocortisone and orciprenaline are taken together, they may interact in such a way that the dose of orciprenaline needed to treat certain conditions might be reduced. However, this interaction is minor and unlikely to cause harm.",DB00741,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C21H30O5,DB00816,CC(C)NCC(O)C1=CC(O)=CC(O)=C1,C11H17NO3
DDInter519,dexlansoprazole,DDInter147,axitinib,Minor,"Minor: The combination of dexlansoprazole and axitinib is safe. There is no need to change the dose of either drug. However, there is limited information about this combination.",DB05351,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1,C16H14F3N3O2S,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,C22H18N4OS
DDInter1513,prednisolone,DDInter1957,zaleplon,Minor,"Minor: Taking prednisolone together with zaleplon is unlikely to cause any problems. However, taking these drugs together may increase the sedative effects of zaleplon.",DB00860,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C21H28O5,DB00962,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,C17H15N5O
DDInter896,hyoscyamine,DDInter1199,metolazone,Minor,"Minor: When hyoscyamine is taken along with metolazone, there may be an increase in the side effects of hyoscyamine. This interaction is minor because the change in side effects is small. The exact reason for this interaction is unknown.",DB00424,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,C17H23NO3,DB00524,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,C16H16ClN3O3S
DDInter971,ipratropium (nasal),DDInter1535,propantheline,Minor,"Minor: When ipratropium eye drops are used together with propantheline, there may be a minor increase in the side effect of dry mouth.",,,,DB00782,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,C23H30NO3
DDInter1008,ketoconazole,DDInter119,armodafinil,Minor,Minor: The drugs ketoconazole and armodafinil have minor effects on each other when taken together. This means that they do not affect each other’s levels in the body or their effects.,DB01026,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,C26H28Cl2N4O4,DB06413,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,C15H15NO2S
DDInter1021,lanreotide,DDInter585,doravirine,Minor,"Minor: The drugs lanreotide and doravirine have minor drug interactions. This means that taking these two drugs together does not usually cause problems. However, there may be some small side effects such as diarrhea, nausea, vomiting, abdominal pain, flatulence, and steatorrhea.",DB06791,[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H],C54H69N11O10S2,DB12301,CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F,C17H11ClF3N5O3
DDInter1913,valproic acid,DDInter58,aluminum hydroxide,Minor,Minor: Valproic acid is used to treat seizures and mood disorders. It works by increasing levels of chemicals in the brain called neurotransmitters. Aluminum hydroxide is used as an antacid to treat heartburn and other stomach problems. Taking these two drugs together may decrease the effectiveness of valproic acid.,DB00313,CCCC(CCC)C(O)=O,C8H16O2,DB06723,[OH-].[OH-].[OH-].[Al+3],AlH3O3
DDInter1826,tolazamide,DDInter1481,plantago seed,Minor,Minor: Taking tolazamide with plantago seed may increase the risk of diarrhea. This interaction is minor because the effect is small. The exact mechanism for this interaction is unknown.,DB00839,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,C14H21N3O3S,,,
DDInter1838,tositumomab,DDInter291,capsicum,Minor,"Minor: The combination of tositumomab and capsaicin is unlikely to cause any problems. However, there may be some minor effects on your stomach or intestines.",,,,,,
DDInter222,bortezomib,DDInter1236,modafinil,Minor,"Minor: When bortezomib is taken together with modafinil, there may be a minor increase in sleepiness. The exact reason for this interaction is unknown.",DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,C19H25BN4O4,DB00745,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,C15H15NO2S
DDInter1951,warfarin,DDInter379,cilostazol,Minor,"Minor: The combination of warfarin and cilostazol is generally safe. However, there may be an increased risk of bleeding when these drugs are used together. Therefore, caution should be exercised when taking both medications.",DB00682,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,C19H16O4,DB01166,O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2,C20H27N5O2
DDInter1534,propafenone,DDInter481,darolutamide,Minor,Minor: The drugs propafenone and darolutamide have minor interactions when taken together. This means that there is no known significant impact on the body when taking these two drugs together.,DB01182,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1,C21H27NO3,DB12941,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O,C19H19ClN6O2
DDInter172,belatacept,DDInter1965,zinc gluconate,Minor,Minor: The drug belatacept can be taken together with zinc gluconate without any problems. There is no known interaction between these two drugs.,,,,DB11248,[Zn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,C12H22O14Zn
DDInter1907,ustekinumab,DDInter1964,zinc chloride,Minor,Minor: The drug ustekinumab can be taken with zinc chloride without special precautions. There is no known risk of side effects when taking these two drugs together.,,,,DB14533,[Cl-].[Cl-].[Zn++],Cl2Zn
DDInter1791,theophylline,DDInter343,cetirizine,Minor,Minor: Theophylline is used to treat asthma and chronic obstructive pulmonary disease. Cetirizine is an antihistamine used for allergies. Taking these drugs together may cause a minor increase in side effects.,DB00277,CN1C2=C(NC=N2)C(=O)N(C)C1=O,C7H8N4O2,DB00341,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H25ClN2O3
DDInter1251,mycophenolate mofetil,DDInter1966,zinc sulfate,Minor,Minor: The body absorbs zinc from food and supplements into the bloodstream. Zinc can affect how well some medicines work in your body. Taking mycophenolate mofetil with zinc may decrease how well mycophenolate mofetil works.,DB00688,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,C23H31NO7,DB09322,[Zn++].[O-]S([O-])(=O)=O,O4SZn
DDInter476,dapsone (topical),DDInter1101,lumacaftor,Minor,Minor: Dapsone is used to treat leprosy and skin conditions such as dermatitis herpetiformis. It can also be used to treat malaria. Lumacaftor is used to treat cystic fibrosis. Taking lumacaftor together with dapsone may increase the risk of liver problems.,,,,DB09280,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O,C24H18F2N2O5
DDInter351,chloramphenicol,DDInter1236,modafinil,Minor,"Minor: When chloramphenicol and modafinil are taken together, they may increase sleepiness. This interaction is minor because the effects of either drug are only slightly increased. The exact mechanism for this interaction is unknown.",DB00446,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,C11H12Cl2N2O5,DB00745,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,C15H15NO2S
DDInter598,doxycycline,DDInter68,amiloride,Minor,"Minor: When doxycycline and amiloride are taken together, they may decrease the effect of amiloride. This means that your body will retain more salt than normal. This can cause swelling in your legs, hands, and feet.",DB00254,[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,C22H24N2O8,DB00594,NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,C6H8ClN7O
DDInter1782,tetracosactide,DDInter1560,racepinephrine,Minor,"Minor: When tetracosactide and racepinephrine are taken together, there may be a small increase in blood pressure. This is because tetracosactide can cause an increase in blood pressure when used alone. However, this effect is likely to be very small and should not cause problems for most people taking both drugs together.",DB01284,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,C136H210N40O31S,DB11124,,
DDInter776,formoterol,DDInter445,corticotropin,Minor,Minor: Formoterol is used to treat asthma and chronic obstructive pulmonary disease. Corticotropin is a hormone that helps control stress and inflammation. Taking formoterol with corticotropin may increase the risk of high blood pressure.,DB00983,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,C19H24N2O4,,,
DDInter598,doxycycline,DDInter1861,trichlormethiazide,Minor,"Minor: When doxycycline and trichlormethiazide are taken together, there may be an increased risk of sunburn. This interaction is minor because the risk of sunburn is small. The exact mechanism for this interaction is unknown.",DB00254,[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,C22H24N2O8,DB01021,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,C8H8Cl3N3O4S2
DDInter762,flurazepam,DDInter1118,magnesium hydroxide,Minor,"Minor: Taking flurazepam together with magnesium hydroxide may decrease the amount of flurazepam in your body. However, this is unlikely to cause any problems.",DB00690,CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,C21H23ClFN3O,DB09104,[OH-].[OH-].[Mg++],H2MgO2
DDInter550,diflorasone (topical),DDInter1082,lixisenatide,Minor,"Minor: When diflorasone is used together with lixisenatide, there may be a minor increase in the risk of hypoglycemia (low blood sugar). This is because diflorasone can slow down the rate at which food is digested and absorbed, which can lead to low blood sugar levels.",,,,,,
DDInter931,insulin detemir,DDInter1498,potassium citrate,Minor,"Minor: The combination of insulin detemir and potassium citrate is unlikely to cause any problems. However, this interaction has not been studied directly.",,,,DB09125,[K+].[K+].[K+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,C6H5K3O7
DDInter937,insulin human (regular),DDInter63,amcinonide,Minor,Minor: The combination of insulin human (regular) and amcinonide may cause a moderate decrease in blood sugar levels. This interaction is not well understood.,,,,DB00288,[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C28H35FO7
DDInter670,erythromycin,DDInter202,bexarotene,Minor,Minor: Erythromycin can increase the levels of bexarotene when taken together. This may lead to increased side effects. The exact mechanism for this interaction is unknown.,DB00199,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,C37H67NO13,DB00307,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,C24H28O2
DDInter1549,pyridoxine,DDInter257,butalbital,Minor,"Minor: Taking pyridoxine together with butalbital may increase the effects of butalbital. However, this effect has not been well studied. It is not clear whether taking these drugs together increases the risk of side effects.",DB00165,CC1=C(O)C(CO)=C(CO)C=N1,C8H11NO3,DB00241,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,C11H16N2O3
DDInter940,insulin lispro,DDInter516,dexamethasone (topical),Minor,Minor: The risk of low blood sugar goes up when insulin lispro is taken along with dexamethasone (a steroid medicine used on the skin). This happens because dexamethasone can increase the effects of insulin lispro.,,,,,,
DDInter438,conivaptan,DDInter1584,retapamulin (topical),Minor,"Minor: When retapamulin is applied to the skin, conivaptan may be absorbed into the bloodstream. This can increase the effects of conivaptan. However, this is unlikely to cause any problems.",DB00872,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,C32H26N4O2,,,
DDInter476,dapsone (topical),DDInter1875,trimetrexate,Minor,"Minor: When dapsone is used together with trimetrexate, there may be an increased risk of side effects. However, this has not been well studied.",,,,DB01157,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC,C19H23N5O3
DDInter1835,topotecan,DDInter1055,levofloxacin,Minor,"Minor: When topotecan and levofloxacin are taken together, there is a minor increase in side effects. The most common side effect of topotecan is nausea and vomiting. Taking levofloxacin with topotecan increases the chance of having these side effects.",DB01030,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,C23H23N3O5,DB01137,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,C18H20FN3O4
