DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Interaction_Explanation
DDInter63,Amcinonide,DDInter1826,Tolazamide,Minor,"Minor: The use of amcinonide eye drops together with tolazamide tablets is generally safe. However, there may be a small increase in the risk of eye problems when these two drugs are used together."
DDInter302,Carmustine,DDInter384,Ciprofloxacin,Minor,Minor: The combination of carmustine and ciprofloxacin is safe. There is no need to change the dose of either drug.
DDInter119,Armodafinil,DDInter997,Ivacaftor,Minor,"Minor: Armodafinil is used to treat sleepiness caused by narcolepsy, obstructive sleep apnea, or shift work sleep disorder. It can also be used off-label to help people stay awake longer. Ivacaftor is used to treat cystic fibrosis. There is no known risk of harm when these drugs are taken together."
DDInter1717,Sucralfate,DDInter1537,Propiomazine,Minor,"Minor: When sucralfate is taken with propiomazine, it may decrease the effects of propiomazine. This interaction is minor because it can be avoided by taking them at different times. The exact mechanism for this interaction is unknown."
DDInter734,Fidaxomicin,DDInter1615,Rolapitant,Minor,"Minor: The combination of fidaxomicin and rolapitant is safe. It is unlikely to cause any problems. However, this interaction has not been studied well enough to be sure."
DDInter939,Insulin human (zinc),DDInter1481,Plantago seed,Minor,"Minor: The combination of insulin human zinc and plantago seed is considered to be safe. However, there may be an interaction between these two drugs. When plantago seed is taken together with insulin human zinc, it may increase the level of insulin in the blood. This can lead to low blood sugar levels."
DDInter202,Bexarotene,DDInter1233,Mitotane,Minor,"Minor: When bexarotene is taken together with mitotane, there may be a minor increase in side effects. However, this has not been well studied."
DDInter286,Caplacizumab,DDInter347,Chamomile,Minor,Minor: The herbal medicine chamomile may decrease the effectiveness of caplacizumab when taken together. This interaction is minor because the effect of caplacizumab is only reduced by a small amount.
DDInter1717,Sucralfate,DDInter1271,Nebivolol,Minor,"Minor: When sucralfate is taken with nebivolol, sucralfate may decrease how well nebivolol works. This interaction is minor because the effect of sucralfate on nebivolol is small."
DDInter416,Clotrimazole,DDInter90,Amprenavir,Minor,"Minor: When clotrimazole is taken together with amprenavir, there is a minor increase in the effect of clotrimazole. This means that the blood levels of clotrimazole go up slightly. The exact mechanism for this interaction is unknown."
DDInter762,Flurazepam,DDInter1118,Magnesium hydroxide,Minor,"Minor: Taking flurazepam together with magnesium hydroxide may decrease the amount of flurazepam in your body. However, this is unlikely to cause any problems."
DDInter537,Diclofenac,DDInter1569,Ranitidine (bismuth citrate),Minor,"Minor: The combination of diclofenac and ranitidine is safe. Ranitidine does not affect how well diclofenac works, and diclofenac does not affect how well ranitidine works."
DDInter1824,Tocilizumab,DDInter1964,Zinc chloride,Minor,"Minor: The combination of tocilizumab and zinc chloride is unlikely to cause any problems. However, this interaction has not been studied directly."
DDInter1313,Norfloxacin,DDInter745,Fludarabine,Minor,"Minor: Fludarabine is used to treat leukemia. It works by stopping cells from dividing and growing. Norfloxacin is an antibiotic used to treat bacterial infections. Taking fludarabine together with norfloxacin may increase the risk of side effects such as nausea, vomiting, diarrhea, and abdominal pain. However, this interaction has not been well studied."
DDInter1809,Timolol,DDInter359,Chloroquine,Minor,"Minor: The combination of timolol and chloroquine is generally safe. However, there may be an increased risk of bradycardia (slow heart rate) when these drugs are used together."
DDInter1200,Metoprolol,DDInter1802,Ticagrelor,Minor,"Minor: The combination of metoprolol and ticagrelor is safe. However, there may be an increased risk of bleeding when these drugs are used together."
DDInter1712,Streptokinase,DDInter347,Chamomile,Minor,Minor: The herbal medicine chamomile may decrease the effectiveness of streptokinase when taken together. This interaction is minor. It is not clear how this interaction works.
DDInter932,Insulin glargine,DDInter515,Dexamethasone (ophthalmic),Minor,Minor: The combination of insulin glargine and dexamethasone (ophthalmic) is safe. There may be a small increase in blood sugar levels.
DDInter496,Delavirdine,DDInter702,Etoposide,Minor,"Minor: The combination of delavirdine and etoposide is safe. However, there may be an increase in side effects such as nausea, vomiting, diarrhea, and skin rash."
DDInter810,Gefitinib,DDInter119,Armodafinil,Minor,Minor: The combination of gefitinib and armodafinil is safe. There is no known interaction between these drugs.
DDInter166,Basiliximab,DDInter1943,Vitamin E,Minor,"Minor: The use of vitamin E with basiliximab is considered to be safe. However, there may be an increased risk of infection when vitamin E is used with other drugs. Therefore, caution should be exercised when using vitamin E with basiliximab."
DDInter1469,Pimecrolimus (topical),DDInter221,Boceprevir,Minor,Minor: The risk of skin rash from pimecrolimus may increase when used together with boceprevir.
DDInter1951,Warfarin,DDInter1759,Telmisartan,Minor,"Minor: The combination of warfarin and telmisartan is generally safe. However, there may be an increased risk of bleeding when these drugs are used together. Therefore, caution should be exercised when combining these two medications."
DDInter364,Chlorpropamide,DDInter239,Brivaracetam,Minor,"Minor: When chlorpropamide is taken together with brivaracetam, there may be a small increase in the side effects of brivaracetam. The evidence for this interaction is not well established."
DDInter1359,Oxazepam,DDInter1112,Magaldrate,Minor,"Minor: The combination of oxazepam and magaldrate is generally safe. However, there may be an increased risk of sedation when these drugs are taken together."
DDInter1965,Zinc gluconate,DDInter1901,Upadacitinib,Minor,"Minor: When upadacitinib is taken together with zinc gluconate, there may be a minor increase in the side effect of nausea and vomiting. The exact cause for this interaction is unknown."
DDInter1143,Meloxicam,DDInter1069,Linaclotide,Minor,Minor: The combination of meloxicam and linaclotide is safe. There is no known risk for problems when taking these drugs together.
DDInter608,Duloxetine,DDInter676,Esomeprazole,Minor,"Minor: Duloxetine and esomeprazole are safe to use together. However, there may be an increase in side effects such as drowsiness, dizziness, and confusion when these drugs are used together."
DDInter1552,Quazepam,DDInter1112,Magaldrate,Minor,"Minor: The combination of quazepam and magaldrate is generally safe. However, there may be an increased risk of sedation when these drugs are taken together."
DDInter1804,Ticlopidine,DDInter513,Dexamethasone,Minor,"Minor: When ticlopidine is taken together with dexamethasone, there is a minor increase in the risk of bleeding. The exact mechanism for this interaction is unknown."
DDInter1769,Terbutaline,DDInter513,Dexamethasone,Minor,"Minor: When terbutaline is taken together with dexamethasone, the amount of terbutaline in the blood may be reduced. This means that terbutaline might not work as well when taken together with dexamethasone."
DDInter1913,Valproic acid,DDInter1118,Magnesium hydroxide,Minor,"Minor: Valproic acid is used to treat seizures and mood disorders. Magnesium hydroxide is used for constipation, heartburn, and milk fever in cattle. Taking these two drugs together may decrease the effectiveness of valproic acid."
DDInter92,Amyl Nitrite,DDInter808,Garlic,Minor,"Minor: Taking amyl nitrite together with garlic does not seem to cause any problems. However, this interaction has not been well studied."
DDInter1051,Levobupivacaine,DDInter649,Enzalutamide,Minor,"Minor: Enzalutamide can increase the effects of levobupivacaine. This means that enzalutamide may cause levobupivacaine to have stronger pain relief effects. However, this effect is minor and unlikely to be harmful."
DDInter1859,Triamterene,DDInter1783,Tetracycline,Minor,"Minor: The combination of triamterene and tetracycline may increase the risk of side effects. This is because triamterene can slow down the body’s ability to remove tetracycline from the body. However, this effect is small and unlikely to cause harm."
DDInter928,Insulin aspart (aspart protamine),DDInter1481,Plantago seed,Minor,"Minor: The herbal medicine plantago seed can cause blood clotting. This may increase the risk of bleeding when used together with insulin aspart. However, this effect is likely to be small."
DDInter509,Desonide (topical),DDInter928,Insulin aspart (aspart protamine),Minor,Minor: The risk of low blood sugar levels may increase when desonide cream is used together with insulin aspart. This interaction has been observed in some patients but not others. It is not clear why this interaction occurs.
DDInter915,Indacaterol,DDInter1031,Ledipasvir,Minor,"Minor: The combination of indacaterol and ledipasvir is safe. There may be a slight increase in side effects such as headache, diarrhea, cough, and nausea. However, these are minor and do not require any action."
DDInter1259,Nalidixic acid,DDInter1762,Temozolomide,Minor,"Minor: When nalidixic acid is taken together with temozolomide, there may be a minor increase in side effects. The exact mechanism of this interaction is unknown."
DDInter268,Calcitriol,DDInter1348,Orlistat,Minor,Minor: Calcitriol is a vitamin D supplement. Orlistat is used to treat obesity. Taking these drugs together may decrease how well calcitriol works.
DDInter644,Enoxacin,DDInter285,Capecitabine,Minor,"Minor: The risk of skin rash is increased when enoxacin is taken together with capecitabine. This is because both drugs can cause skin rashes. However, this combination does not increase the risk of other side effects such as diarrhea, nausea, vomiting, or fever."
DDInter177,Benazepril,DDInter1683,Sodium bicarbonate,Minor,"Minor: Taking benazepril together with sodium bicarbonate may decrease the amount of benazepril in your body. However, this effect is small and unlikely to cause harm."
DDInter1898,Ulobetasol (topical),DDInter826,Glipizide,Minor,"Minor: When ulobetasol is used together with glipizide, there may be a minor increase in side effects such as changes in blood pressure, heart rate, or electrocardiogram. The exact mechanism of this interaction is unknown."
DDInter157,Azithromycin,DDInter83,Amoxicillin,Minor,"Minor: When azithromycin and amoxicillin are taken together, they may interact in a minor way. This means that there could be some small changes in how well these drugs work. However, this interaction has not been shown to cause any problems."
DDInter112,Aprepitant,DDInter1628,Ruxolitinib,Minor,"Minor: Aprepitant and ruxolitinib are both drugs used to treat nausea and vomiting caused by chemotherapy. There is no known risk of serious problems when taking these two drugs together. However, there may be an increased risk of diarrhea."
DDInter936,Insulin human (isophane),DDInter561,Diltiazem,Minor,"Minor: The combination of insulin and diltiazem is generally safe. However, there may be an increased risk of hypoglycemia (low blood sugar). People taking these drugs should monitor their blood sugar levels closely."
DDInter302,Carmustine,DDInter383,Cinoxacin,Minor,"Minor: The use of cinoxacin together with carmustine increases the risk of side effects. However, this interaction is minor and does not require special attention."
DDInter1144,Melphalan,DDInter1965,Zinc gluconate,Minor,Minor: The body absorbs melphalan differently when taken together with zinc gluconate than on its own. This may affect how well melphalan works.
DDInter945,Interferon alfa-n3,DDInter596,Doxorubicin,Minor,"Minor: Interferon alfa-n3 and doxorubicin are both used to treat cancer. When given together, they may increase the risk of side effects such as nausea, vomiting, diarrhea, and liver problems."
DDInter1620,Ropivacaine,DDInter1024,Lapatinib,Minor,"Minor: The combination of ropivacaine and lapatinib is unlikely to cause any problems. However, there is limited information available about this combination."
DDInter1594,Rilonacept,DDInter614,Echinacea,Minor,Minor: The herbal medicine echinacea may decrease how well rilonacept works when taken together. This is a minor effect. It is not clear exactly how this happens.
DDInter1584,Retapamulin (topical),DDInter472,Danazol,Minor,"Minor: When Retapamulin is used together with Danazol, there may be a minor increase in side effects. However, this has not been well studied."
DDInter246,Budesonide,DDInter1476,Pirbuterol,Minor,"Minor: When budesonide and pirbuterol are taken together, they may work less well than expected. This is because they both affect the same part of the body, the lungs. However, this effect is small and unlikely to cause problems."
DDInter1484,Plicamycin,DDInter495,Delafloxacin,Minor,Minor: The combination of plicamycin and delafloxacin is not recommended because it may increase the risk of side effects. It is not clear how this interaction works.
DDInter1460,Phenytoin,DDInter20,Acetylsalicylic acid,Minor,"Minor: When phenytoin is taken together with acetylsalicylic acid, the dose of acetylsalicylic acid may need to be adjusted. This is because phenytoin can increase the effects of acetylsalicylic acid. However, this interaction is minor and usually does not cause problems."
DDInter202,Bexarotene,DDInter1190,Methylphenobarbital,Minor,"Minor: When bexarotene is taken together with methylphenobarbital, the dose of methylphenobarbital may need to be adjusted because bexarotene can increase the level of methylphenobarbital in the blood."
DDInter542,Dicoumarol,DDInter575,Disopyramide,Minor,"Minor: The drugs dicoumarol and disopyramide have minor interactions when taken together. This means that taking these two drugs together may cause some side effects, but they are unlikely to be serious."
DDInter476,Dapsone (topical),DDInter1590,Rifampicin,Minor,"Minor: Dapsone is used to treat skin diseases such as leprosy and dermatitis. It can also be used to treat infections of the throat and mouth. When taken together, rifampicin reduces the effectiveness of dapsone. This interaction is minor."
DDInter20,Acetylsalicylic acid,DDInter417,Clove,Minor,"Minor: The combination of acetylsalicylic acid and clove is safe. However, there is limited information about this combination."
DDInter87,Amphotericin B (lipid complex),DDInter995,Itraconazole,Minor,Minor: The risk of side effects from amphotericin B lipid complex may increase when used together with itraconazole.
DDInter1860,Triazolam,DDInter271,Calcium carbonate,Minor,"Minor: Taking calcium carbonate together with triazolam may decrease the effects of triazolam. However, this effect is small and unlikely to cause problems."
DDInter1557,Quinine,DDInter1783,Tetracycline,Minor,"Minor: When quinine is taken together with tetracycline, the amount of quinine in your body may be reduced by about 10%. This means that the effect of quinine may be weakened. However, this is unlikely to cause harm."
DDInter1814,Tioguanine,DDInter1259,Nalidixic acid,Minor,"Minor: The drugs tioguanine and nalidixic acid may interact when taken together. This interaction is minor. It is possible that taking these drugs together increases the risk of side effects. However, this interaction is not well understood."
DDInter934,Insulin human,DDInter761,Flurandrenolide (topical),Minor,Minor: The risk of low blood sugar levels may increase when insulin is used together with flurandrenolide. This interaction is minor because the effects can be prevented by monitoring blood sugar levels closely and adjusting the dose of insulin accordingly.
DDInter1806,Tildrakizumab,DDInter1964,Zinc chloride,Minor,"Minor: The combination of tildrakizumab and zinc chloride is unlikely to cause any problems. However, this interaction has not been studied directly. Therefore, caution should be exercised when taking these two medications together."
DDInter1967,Ziprasidone,DDInter424,Cobicistat,Minor,"Minor: When ziprasidone is taken together with cobicistat, there may be a minor increase in the side effects of ziprasidone. The exact mechanism for this interaction is unknown."
DDInter790,Furosemide,DDInter1224,Minocycline,Minor,Minor: The combination of furosemide and minocycline may increase the risk of skin rash. This is a minor drug–drug interaction. It is not clear how this interaction occurs.
DDInter936,Insulin human (isophane),DDInter550,Diflorasone (topical),Minor,Minor: The risk of skin rash is increased when diflorasone is used together with insulin.
DDInter83,Amoxicillin,DDInter393,Clarithromycin,Minor,"Minor: When amoxicillin and clarithromycin are taken together, they may not work as well as expected. This is because these drugs can be broken down by an enzyme in the body called CYP450. However, this enzyme is not very important for how well these drugs work. Therefore, taking them together does not usually cause problems."
DDInter1259,Nalidixic acid,DDInter298,Carboplatin,Minor,"Minor: When nalidixic acid is taken together with carboplatin, there may be a minor increase in side effects such as nausea and vomiting. The exact reason for this interaction is unknown."
DDInter285,Capecitabine,DDInter1113,Magnesium carbonate,Minor,"Minor: Taking capecitabine together with magnesium carbonate is unlikely to cause any problems. However, taking these drugs together may increase the risk of diarrhea."
DDInter1791,Theophylline,DDInter411,Clonazepam,Minor,"Minor: When clonazepam is taken together with theophylline, the dose of theophylline may need to be adjusted. This is because clonazepam can increase the level of theophylline in the blood. However, this interaction is minor and usually does not cause problems."
DDInter905,Idelalisib,DDInter660,Eravacycline,Minor,"Minor: The combination of idelalisib and eravacycline is unlikely to cause any problems. However, there is limited information about this combination."
DDInter1886,Trospium,DDInter14,Acetaminophen,Minor,"Minor: The combination of trospium and acetaminophen is generally safe. However, there may be an increased risk of constipation when these two drugs are taken together."
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter516,Dexamethasone (topical),Minor,Minor: The risk of low blood sugar increases when insulin is taken together with dexamethasone. This interaction may occur because insulin can increase the effects of dexamethasone.
DDInter551,Diflunisal,DDInter692,Ethinylestradiol,Minor,Minor: Diflunisal is an anti-inflammatory pain reliever. It can be taken as a tablet or injection. Ethinyl estradiol is a female hormone used for birth control and to treat menstrual disorders. Taking diflunisal together with ethinyl estradiol may increase the risk of bleeding.
DDInter112,Aprepitant,DDInter915,Indacaterol,Minor,"Minor: The combination of aprepitant and indacaterol is unlikely to cause any problems. However, there is limited information available on this combination."
DDInter37,Alclometasone (topical),DDInter1646,Saxagliptin,Minor,"Minor: The combination of alclometasone and saxagliptin is unlikely to cause any problems. However, there is limited information available on this combination."
DDInter1337,Omalizumab,DDInter614,Echinacea,Minor,"Minor: The herbal medicine echinacea does not affect omalizumab’s ability to treat allergies. However, omalizumab may reduce the effectiveness of echinacea to treat colds."
DDInter542,Dicoumarol,DDInter1707,Spironolactone,Minor,"Minor: The drugs dicoumarol and spironolactone have minor interactions when taken together. This means that taking these two drugs together may slightly increase the chance of side effects. However, this interaction has not been well studied, so we do not know for sure whether there is an interaction and how much of an effect it will have."
DDInter1294,Nilutamide,DDInter1202,Metronidazole,Minor,"Minor: The combination of nilutamide and metronidazole may increase the risk of liver problems. This is a minor drug–drug interaction. If you have to take both drugs together, be aware of any changes in your liver function. Consult your doctor if you develop symptoms of liver problems."
DDInter605,Drotrecogin alfa,DDInter291,Capsicum,Minor,"Minor: The use of drotrecogin alfa together with capsicum may be safe. However, there may be an increased risk of bleeding when these drugs are used together. This interaction is minor because the effect on bleeding is small."
DDInter1441,Phenindamine,DDInter881,Hyaluronidase,Minor,"Minor: When phenindamine is taken together with hyaluronidase, there may be a minor increase in side effects. The exact mechanism of this interaction is unknown."
DDInter1010,Ketorolac,DDInter1069,Linaclotide,Minor,"Minor: The ketorolac and linaclotide combination is safe. However, there may be some stomach pain or diarrhea. These side effects are not serious. They can be managed by taking the medication after meals."
DDInter1559,Rabeprazole,DDInter1449,Phenyl salicylate,Minor,"Minor: The combination of rabeprazole and phenyl salicylate is generally safe. However, there may be an increased risk of bleeding when these drugs are taken together."
DDInter1247,Moxifloxacin,DDInter1377,Paclitaxel,Minor,Minor: The risk of experiencing peripheral neuropathy (a type of nerve damage) may increase when moxifloxacin and paclitaxel are taken together. This interaction is minor because the effects are small.
DDInter433,Colestipol,DDInter1374,Oxytetracycline,Minor,"Minor: When colestipol is taken together with oxytetracycline, less of the oxytetracycline will be absorbed into your body. This interaction is minor because it is unlikely to cause harm."
DDInter1828,Tolbutamide,DDInter403,Clobetasol (topical),Minor,"Minor: When clobetasol is applied to the skin, it can be absorbed into the bloodstream. This may increase the effects of other medicines taken by mouth, such as tolbutamide. However, this is unlikely to cause any problems."
DDInter303,Carteolol,DDInter1118,Magnesium hydroxide,Minor,Minor: Taking carteolol together with magnesium hydroxide may decrease the amount of carteolol in your body. The exact way this happens is not clear.
DDInter770,Fluvoxamine,DDInter1584,Retapamulin (topical),Minor,"Minor: Fluvoxamine is an antidepressant. Retapamulin is a topical antibiotic used to treat bacterial skin infections. Taking fluvoxamine with retapamulin does not cause any major problems. However, there may be some minor side effects such as nausea, vomiting, diarrhea, abdominal pain, and flatulence. The exact mechanism of this interaction is unknown."
DDInter1568,Ranitidine,DDInter271,Calcium carbonate,Minor,"Minor: Ranitidine is an antacid used to treat stomach acid-related problems such as heartburn, ulcers, and indigestion. Calcium carbonate is a supplement used to treat calcium deficiency and osteoporosis. Taking ranitidine with calcium carbonate may decrease the absorption of calcium carbonate. However, this effect is small and unlikely to cause any significant health problems."
DDInter934,Insulin human,DDInter1858,Triamcinolone (topical),Minor,"Minor: The risk of skin thinning and bruising from triamcinolone cream is increased when used together with insulin. This is because insulin lowers blood sugar levels, which can increase the absorption of triamcinolone into the body."
DDInter1233,Mitotane,DDInter642,Enfortumab vedotin,Minor,"Minor: The combination of mitotane and enfortumab vedotin is safe. There is no need to change the dose of either drug. However, there is limited information about this combination."
DDInter777,Fosamprenavir,DDInter8,Abiraterone,Minor,"Minor: The combination of fosamprenavir and abiraterone is safe. There is no need to change the dose of either drug. However, there may be an increase in side effects such as diarrhea, nausea, vomiting, and stomach pain."
DDInter136,Atropine,DDInter1304,Nitroglycerin,Minor,"Minor: The body normally removes nitroglycerin quickly. However, atropine slows down this removal of nitroglycerin. This can cause nitroglycerin to build up in the bloodstream. This may increase the risk of headache, flushing, dizziness, nausea, vomiting, and other symptoms."
DDInter1966,Zinc sulfate,DDInter1643,Sarilumab,Minor,"Minor: When zinc sulfate is taken along with sarilumab, there may be a minor change in the effect of sarilumab on the immune system. This interaction has not been well studied."
DDInter856,Heparin,DDInter1195,Meticillin,Minor,Minor: The risk of bleeding increases when heparin is taken together with meticillin. This is because heparin can increase the effect of meticillin on blood clotting.
DDInter975,Iron,DDInter1645,Saw palmetto,Minor,"Minor: The herbal medicine saw palmetto may decrease the absorption of iron from food and supplements. This means that the body absorbs less of the mineral iron from food and supplements when taking saw palmetto. Iron is important for many functions in the body, including making hemoglobin, which carries oxygen in the blood. Taking iron supplements along with saw palmetto may help increase the amount of iron absorbed."
DDInter812,Gemfibrozil,DDInter233,Brigatinib,Minor,"Minor: The combination of gemfibrozil and brigatinib is unlikely to cause any problems. However, there is limited information available about this combination."
DDInter513,Dexamethasone,DDInter1063,Levosalbutamol,Minor,"Minor: When dexamethasone and levosalbutamol are taken together, they may cause an increase in blood pressure. This interaction is minor because the effect of this increase in blood pressure is small."
DDInter1831,Tolmetin,DDInter1568,Ranitidine,Minor,"Minor: When ranitidine is taken together with tolmetin, there may be an increased risk of stomach bleeding. This interaction is minor because the risk of bleeding is small."
DDInter217,Bivalirudin,DDInter417,Clove,Minor,Minor: The clove herb can be taken as a supplement. It may decrease the effectiveness of bivalirudin when used together. This interaction is minor.
DDInter971,Ipratropium (nasal),DDInter459,Cyproheptadine,Minor,Minor: The combination of ipratropium and cyproheptadine may cause drowsiness. This interaction is minor because the effects are unlikely to be serious.
DDInter940,Insulin lispro,DDInter1858,Triamcinolone (topical),Minor,Minor: The risk of low blood sugar may increase when insulin lispro is used together with topical triamcinolone. This interaction is minor because the effects can be avoided by eating meals regularly and adjusting the dose of insulin lispro. It is not clear how this interaction happens.
DDInter937,Insulin human (regular),DDInter1192,Methylprednisolone (topical),Minor,"Minor: When insulin is taken together with methylprednisolone, the dose of insulin may need to be adjusted. This is because methylprednisolone can increase insulin resistance."
DDInter842,Grepafloxacin,DDInter1835,Topotecan,Minor,"Minor: When grepafloxacin and topotecan are taken together, they may increase each other’s side effects on the nervous system. This interaction is minor because the effects are small."
DDInter1340,Omeprazole,DDInter16,Acetohexamide,Minor,"Minor: The combination of omeprazole and acetohexamide is generally safe. However, there may be an increased risk of side effects such as diarrhea, nausea, vomiting, and abdominal pain when these two drugs are taken together."
DDInter1192,Methylprednisolone (topical),DDInter1646,Saxagliptin,Minor,"Minor: The combination of methylprednisolone and saxagliptin is unlikely to cause any problems. However, there is limited information available on this combination."
DDInter298,Carboplatin,DDInter495,Delafloxacin,Minor,"Minor: The combination of carboplatin and delafloxacin is generally safe. However, there may be an increased risk of diarrhea when these drugs are taken together."
DDInter112,Aprepitant,DDInter1665,Sibutramine,Minor,Minor: Aprepitant and sibutramine together may cause weight loss. The mechanism of this interaction is not clear.
DDInter8,Abiraterone,DDInter1882,Troleandomycin,Minor,Minor: The combination of abiraterone and troleandomycin should be avoided because there is a minor risk of side effects. This is because troleandomycin can increase the levels of abiraterone in your body.
DDInter971,Ipratropium (nasal),DDInter363,Chlorpromazine,Minor,"Minor: The combination of ipratropium and chlorpromazine may increase the risk of drowsiness. This is because ipratropium can block the action of chlorpromazine, which is metabolized by an enzyme called CYP2D6."
DDInter1887,Trovafloxacin,DDInter973,Irinotecan,Minor,"Minor: When you take trovafloxacin and irinotecan together, there is a minor increase in side effects. The exact reason for this interaction is unknown."
DDInter1201,Metreleptin,DDInter786,Fostemsavir,Minor,"Minor: The drugs metreleptin and fostemsavir are safe to use together. However, there may be some side effects when they are used together, such as nausea, vomiting, diarrhea, abdominal pain, and flatulence. These side effects are usually mild and do not require stopping the medications."
DDInter132,Atomoxetine,DDInter1665,Sibutramine,Minor,"Minor: Atomoxetine and sibutramine are both used to treat obesity. However, taking atomoxetine together with sibutramine may cause increased blood pressure. This interaction is minor because the effect of sibutramine on blood pressure is small."
DDInter676,Esomeprazole,DDInter239,Brivaracetam,Minor,"Minor: Esomeprazole is an antacid used to treat stomach acid-related problems such as heartburn, acid reflux, and ulcers. Brivaracetam is an anti-seizure medication used to treat epilepsy. Taking esomeprazole with brivaracetam may decrease the level of brivaracetam in your blood by about 10%. This may increase your risk of seizures. However, this interaction has not been well studied."
DDInter757,Fluorouracil,DDInter495,Delafloxacin,Minor,"Minor: When taking fluorouracil together with delafloxacin, there may be an increased risk of diarrhea. This interaction is minor because the effect is small. The exact mechanism for this interaction is unknown."
DDInter116,Arformoterol,DDInter766,Fluticasone,Minor,"Minor: The combination of arformeterol and fluticasone is safe. However, there may be a small increase in blood pressure when these drugs are used together."
DDInter1525,Procaine,DDInter596,Doxorubicin,Minor,"Minor: When procaine is given together with doxorubicin, procaine may reduce the effect of doxorubicin. The exact mechanism for this interaction is unknown."
DDInter380,Cimetidine,DDInter582,Dolutegravir,Minor,"Minor: Cimetidine can increase the levels of dolutegravir in your body. This may lead to increased side effects. However, this interaction is minor and unlikely to be clinically relevant."
DDInter1051,Levobupivacaine,DDInter1094,Lorlatinib,Minor,"Minor: Levobupivacaine is a local anesthetic used for pain relief during surgery. Lorlatinib is a cancer medicine used to treat lung cancer. Taking lorlatinib together with levobupivacaine may increase the side effects of levobupivacaine. However, this interaction is minor and unlikely to cause harm."
DDInter1212,Midazolam,DDInter1113,Magnesium carbonate,Minor,"Minor: Taking midazolam together with magnesium carbonate may decrease the effects of midazolam. However, this effect has only been observed in animals and not in humans. It is not clear how this interaction works."
DDInter384,Ciprofloxacin,DDInter1144,Melphalan,Minor,"Minor: Ciprofloxacin is an antibiotic used to treat bacterial infections. Melphalan is a chemotherapy drug used to treat certain types of cancer. Taking ciprofloxacin together with melphalan may increase the risk of serious side effects such as nausea, vomiting, diarrhea, and pain."
DDInter1508,Prasugrel,DDInter291,Capsicum,Minor,Minor: The drug prasugrel may interact with capsicum. This interaction is minor. It is not clear how this interaction happens.
DDInter638,Enalapril,DDInter1118,Magnesium hydroxide,Minor,Minor: Taking enalapril together with magnesium hydroxide may decrease the effect of enalapril. The exact mechanism for this interaction is not clear.
DDInter1084,Lomefloxacin,DDInter1835,Topotecan,Minor,"Minor: When lomefloxacin and topotecan are taken together, there may be a minor increase in side effects. The exact reason for this interaction is unknown."
DDInter1233,Mitotane,DDInter1521,Primidone,Minor,"Minor: The drugs mitotane and primidone may interact when taken together. This interaction is minor. It is possible that taking these drugs together may increase the amount of primidone in your body. However, this effect is unlikely to cause any problems."
DDInter1717,Sucralfate,DDInter216,Bisoprolol,Minor,"Minor: When sucralfate is taken with bisoprolol, bisoprolol may be less effective. This is because sucralfate can bind to bisoprolol, which reduces how much of the bisoprolol is available to work."
DDInter1735,Tacrolimus,DDInter1119,Magnesium oxide,Minor,Minor: Taking tacrolimus together with magnesium oxide may decrease the amount of tacrolimus in your body by an unknown amount. This may increase the risk of organ rejection after a transplant.
DDInter1783,Tetracycline,DDInter686,Etacrynic acid,Minor,"Minor: Taking tetracycline together with etacrynic acid may increase the risk of side effects such as nausea, vomiting, diarrhea, stomach pain, and upset stomach. The exact mechanism of this interaction is unknown."
DDInter1164,Metformin,DDInter887,Hydrocortisone (topical),Minor,"Minor: When metformin is used together with topical hydrocortisone, there may be a minor increase in side effects. This interaction has been observed but has not been well studied."
DDInter519,Dexlansoprazole,DDInter1492,Ponatinib,Minor,"Minor: The combination of dexlansoprazole and ponatinib is generally safe. However, there may be an increased risk of side effects on the eyes, skin, or mouth."
DDInter1826,Tolazamide,DDInter1512,Prednicarbate (topical),Minor,"Minor: When tolazamide is used together with prednicarbate, there may be a minor increase in side effects. This interaction is not well understood."
DDInter1066,Lidocaine,DDInter338,Cenobamate,Minor,"Minor: The combination of lidocaine and cenobamate is unlikely to cause any problems. However, there is limited information about this combination."
DDInter1556,Quinidine,DDInter1544,Prucalopride,Minor,Minor: Quinidine can increase the levels of prucalopride when they are taken together. This may cause more side effects.
DDInter14,Acetaminophen,DDInter543,Dicyclomine,Minor,"Minor: Taking acetaminophen together with dicyclomine may increase the risk of liver damage. This is a minor risk. If you have questions about your health, talk to your doctor or pharmacist."
DDInter196,Betamethasone (topical),DDInter1506,Pramlintide,Minor,Minor: Betamethasone is a steroid used topically to treat skin conditions such as eczema. Pramlintide is an injectable medicine used to treat type 1 diabetes. Taking pramlintide with betamethasone may decrease the blood sugar lowering effect of pramlintide.
DDInter1783,Tetracycline,DDInter883,Hydrochlorothiazide,Minor,"Minor: When tetracycline and hydrochlorothiazide are taken together, there may be a small increase in the side effects of tetracycline. The exact reason for this interaction is unknown."
DDInter1276,Nelfinavir,DDInter8,Abiraterone,Minor,"Minor: Nelfinavir can increase the levels of abiraterone in your body when taken together. This may lead to increased side effects. However, this interaction is minor and unlikely to cause harm."
DDInter670,Erythromycin,DDInter1118,Magnesium hydroxide,Minor,Minor: Taking magnesium hydroxide with erythromycin can decrease how well erythromycin works. This is a minor drug interaction.
